Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Debut_Year,is_foreign
Jehyun,Moon Jehyun,문제현,제현,20/04/1999,OMEGA X,17/10/2016,JT Corea,South Korea,,,,,,1TEAM,M,2016.0,False
Jei,Kim Jinhee,김진희,재이,5/09/1989,Fiestar,31/08/2012,LOEN,South Korea,,162.0,,Bucheon,,,F,2012.0,False
Jen,Kim Yehyeon,김예현,젠,27/03/1997,UNVS,23/02/2020,CHITWN,South Korea,,,,,,,M,2020.0,False
Jenna,Kim Minji,김민지,제나,6/10/2006,Queenz Eye,24/10/2022,Big Mountain,South Korea,,,,Changwon,,,F,2022.0,False
Jennie,Kim Jennie,김제니,제니,16/01/1996,BLACKPINK,8/08/2016,YG,South Korea,,163.0,50.0,Anyang,,,F,2016.0,False
Jeno,Lee Jeno,이제노,제노,23/04/2000,NCT,9/04/2016,SM,South Korea,,,,,NCT Dream,,M,2016.0,False
Jeon Woong,Jeon Woong,전웅,전웅,15/10/1997,AB6IX,22/05/2019,Brand New,South Korea,,173.0,,,,,M,2019.0,False
Jeonggyu,Lim Jeonggyu,임정규,정규,5/11/1997,7 O'clock,26/08/2014,Jungle,South Korea,,181.0,62.0,,,,M,2014.0,False
Jeonghan,Yoon Jeonghan,윤정한,정한,4/10/1995,Seventeen,26/05/2015,Pledis,South Korea,,175.0,54.0,Seoul,,,M,2015.0,False
Jeonghee,Go Jeonghee,고정희,정희,11/03/2000,Favorite,5/07/2017,Astory,South Korea,,,,Incheon,,,F,2017.0,False
Jeongmin,Lee Jeongmin,이정민,정민,1/02/1994,Boyfriend,26/05/2011,Starship,South Korea,,173.0,60.0,Suwon,,,M,2011.0,False
Jeongseung,Park Jeongseung,박정승,정승,20/05/2002,D-CRUNCH,6/08/2018,All-S,South Korea,,,,,,,M,2018.0,False
Jeonguk,Kim Jeonguk,김정욱,정욱,20/03/1993,24K,6/09/2012,Choeun,South Korea,,178.0,58.0,Busan,,,M,2012.0,False
Jeongwoo,Park Jeongwoo,박정우,정우,28/09/2004,Treasure,7/08/2020,YG,South Korea,,,,,,,M,2020.0,False
Jeongyeon,Yoo Jeongyeon,유정연,정연,1/11/1996,Twice,20/10/2015,JYP,South Korea,,168.0,,Suwon,,,F,2015.0,False
Jeonyul,Jeon Yuri,전유리,전율,20/03/1994,Stellar,28/08/2011,Pascal,South Korea,,,,Seoul,,,F,2011.0,False
Jerome,Oh Sungmin,오성민,제롬,25/08/2001,TOO,1/04/2020,n.CH,South Korea,,,,,,,M,2020.0,False
Jerrry,Ahn Sohyun,안소현,제리,27/08/1992,Tahiti,23/06/2012,J-line,South Korea,,,,Seoul,,,F,2012.0,False
Jewon,Woo Jewon,우제원,제원,28/11/1998,NINE.i,30/03/2022,FirstOne,South Korea,,170.0,55.0,,,,M,2022.0,False
J-Hoon,Lim Junghoon,임정훈,제이훈,15/07/1990,B.I.G,9/07/2014,GH,South Korea,,172.0,62.0,Seoul,,,M,2014.0,False
J-Hope,Jung Hoseok,정호석,제이홉,18/02/1994,BTS,13/06/2013,Big Hit,South Korea,,177.0,65.0,Gwangju,,,M,2013.0,False
Ji Hansol,Ji Hansol,지한솔,지한솔,21/11/1994,Newkidd,25/04/2019,J-FLO,South Korea,,182.0,63.0,Busan,,UNB,M,2019.0,False
Jia,Yoon Jia,윤지아,지아,16/01/2004,mimiimiii,27/04/2015,Midas,South Korea,,166.0,,Incheon,,,F,2015.0,False
Jia,Yoon Jia,윤지아,지아,16/01/2004,mimiirose,16/09/2022,YES IM,South Korea,,165.0,,Incheon,,,F,2022.0,False
Jia,Meng Jia,멍지아,지아,3/02/1989,miss A,1/07/2010,JYP,China,,166.0,,Changja,,,F,2010.0,True
Jia,Guo Jiajia,궈 지아지아,지아,30/07/2005,TRI.BE,17/02/2021,TR - Mellow,China,,,,,,,F,2021.0,True
Jiae,Yoo Jiae,유지애,지애,21/05/1993,Lovelyz,17/11/2014,Woollim,South Korea,,163.0,43.0,Seoul,,,F,2014.0,False
Jiae,Kim Jiae,김지애,지애,31/10/1995,Wassup,7/08/2013,Mafia,South Korea,,,,,,,F,2013.0,False
Jiahn,Yoo Jiahn,유지안,지안,1/04/1992,IN2IT,27/01/2016,Star Empire,South Korea,,176.0,57.0,,,,M,2016.0,False
Jian,Kwon Jieun,권지은,지안,14/03/2001,LUNARSOLAR,2/09/2020,J Planet,South Korea,,,,,,S.E.T,F,2020.0,False
Jibeom,Kim Jibeom,김지범,지범,3/02/1999,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M,2017.0,False
Jieun,Choi Jieun,최지은,지은,3/03/2001,Bling Bling,17/11/2020,Major9,South Korea,,,,,,,F,2020.0,False
Jieun,Song Jieun,송지은,지은,5/05/1990,SECRET,13/10/2009,TS,South Korea,,,,Seoul,,,F,2009.0,False
Jihan,Han Jihyo,한지효,지한,12/07/2004,Weeekly,30/07/2020,Play M,South Korea,,,,,,,F,2020.0,False
Jiheon,Baek Jiheon,백지헌,지헌,17/04/2003,fromis_9,24/01/2018,Off The Record,South Korea,,,,Jeolla,,,F,2018.0,False
Jiho,Jang Jiho,장지호,지호,10/08/2004,NINE.i,30/03/2022,FirstOne,South Korea,,,,Gyeonggi,,,M,2022.0,False
Jihoo,Lim Soojung,임수정,지후,5/08/1998,IZ,31/08/2017,Music K,South Korea,,,,,,,M,2017.0,False
Jihoon,Park Jihoon,박지훈,지훈,14/03/2000,Treasure,7/08/2020,YG,South Korea,,,,Busan,,,M,2020.0,False
Jihoon,Park Jihoon,박지훈,지훈,29/05/1999,Wanna One,7/08/2017,YMC,South Korea,,,,Masan,,,M,2017.0,False
Jihun,Kim Jihun,김지훈,지훈,20/02/1995,KNK,3/03/2016,YNB,South Korea,,186.0,73.0,,,,M,2016.0,False
Jihun,Kim Jihun,김지훈,지훈,9/01/2000,TRCNG,10/10/2017,TS,South Korea,,176.0,,Daegu,,,M,2017.0,False
Jihyo,Lee Jihyo,이지효,지효,22/04/2001,PRECIOUS,23/09/2020,Umi,South Korea,,166.0,49.0,Gyeonggi,,,F,2020.0,False
Jihyo,Park Jisoo,박지수,지효,1/02/1997,Twice,20/10/2015,JYP,South Korea,,162.0,,Guri,,,F,2015.0,False
Jihyun,Nam Jihyun,남지현,지현,9/01/1990,4minute,15/06/2009,Cube,South Korea,,167.0,,Seoul,,,F,2009.0,False
Jimin,Park Jimin,박지민,지민,13/10/1995,BTS,13/06/2013,Big Hit,South Korea,,175.0,61.0,Busan,,,M,2013.0,False
Jimin,Won Jimin,원지민,지민,25/11/2007,CLASS:y,5/05/2022,Universal,South Korea,,171.0,,,,,F,2022.0,False
Jin,Kim Seokjin,김석진,진,4/12/1992,BTS,13/06/2013,Big Hit,South Korea,,179.0,63.0,Gwacheon,,,M,2013.0,False
JIN,Park Myungeun,박명은,진,12/06/1996,Lovelyz,17/11/2014,Woollim,South Korea,,165.0,47.0,Busan,,,F,2014.0,False
Jin Jin,Park Jinwoo,박진우,진진,15/03/1996,ASTRO,23/02/2016,Fantagio,South Korea,,,,Nowon,,,M,2016.0,False
Jingyu,Lee Jingyu,이진규,진규,22/04/1998,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M,2022.0,False
Jinha,Kim Jinha,김진하,진하,21/11/2003,TRI.BE,17/02/2021,TR - Mellow,South Korea,,,,,,,F,2021.0,False
Jinho,Jo Jinho,조진호,조진호,17/04/1992,PENTAGON,10/10/2016,Cube,South Korea,,,,,,,M,2016.0,False
Jinhong,Kim Jinhong,김진홍,진홍,2/01/1998,24K,6/09/2012,Choeun,South Korea,,180.0,53.0,Seoul,,,M,2012.0,False
Jinhoo,Kim Jinwook,김진욱,진후,2/08/1995,UP10TION,10/09/2015,TOP Media,South Korea,,,,Changwon,,,M,2015.0,False
Jinhui,,,진희,21/11/1996,Lusty,26/06/2019,babaplay,South Korea,,160.0,42.0,Seongnam,,,F,2019.0,False
Jinhwa,Choi Jinhwa,최진화,진화,15/01/2002,BLITZERS,12/05/2021,Wuzo,South Korea,,180.0,64.0,,,,M,2021.0,False
Jinkwon,Kim Jinkwon,김진권,진권,31/01/2001,Newkidd,25/04/2019,J-FLO,South Korea,,,,,,,M,2019.0,False
Jinny,Park Jinhee,박진희,지니,19/01/1998,SECRET NUMBER,19/05/2020,Vine,South Korea,USA,,,California,,,F,2020.0,False
Jinsik,Han Jinsik,함진식,진식,30/07/2004,xikers,30/03/2023,KQ,South Korea,,,,Incheon,,,M,2023.0,False
Jinsol,Lee Jinsol,이진솔,진솔,4/12/2001,APRIL,24/08/2015,DSP,South Korea,,,,Andong,,,F,2015.0,False
JinSoul,Jung Jinsol,정진솔,진솔,13/06/1997,LOONA,20/08/2018,Blockberry,South Korea,,,,,Loona Odd Eye Circle| ARTMS,,F,2018.0,False
Jinsung,Jung Jinsung,정진성,진성,30/03/2002,1the9,9/02/2019,MBK,South Korea,,176.0,58.0,Seoul,,,M,2019.0,False
Jinu,Kim Jinwoo,김진우,진우,26/09/1991,WINNER,12/08/2014,YG,South Korea,,,,Imja,,,M,2014.0,False
Jinwoo,Lee Jinwoo,이진우,진우,13/09/2004,Ghost9,23/09/2020,Maroo,South Korea,,176.0,57.0,,TEEN TEEN,,M,2020.0,False
Jinyoung,Bae Jinyoung,배진영,진영,10/05/2000,CIX,23/07/2019,C9,South Korea,,,,Seoul,,Wanna One,M,2019.0,False
Jinyoung,Woo Jinyoung,우진영,진영,31/05/1997,D1CE,1/08/2019,Happyface,South Korea,,170.0,51.0,,,,M,2019.0,False
Jinyoung,Park Jinyoung,박진영,진영,22/09/1994,GOT7,16/01/2014,JYP,South Korea,,178.0,63.0,Changwon,,,M,2014.0,False
Jisan,Choi Jinsang,최지상,지산,3/11/1999,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,,,,M,2017.0,False
Jisoo,Kim Jisoo,김지수,지수,3/01/1995,BLACKPINK,8/08/2016,YG,South Korea,,162.0,45.0,Seoul,,,F,2016.0,False
Jisoo,Jung Jisoo,정지수,지수,22/11/2003,Busters,27/11/2017,JTG,South Korea,,,,,,,F,2017.0,False
Jisoo,Seo Jisoo,서지수,지수,11/02/1994,Lovelyz,17/11/2014,Woollim,South Korea,,165.0,46.0,Incheon,,,F,2014.0,False
Jisoo,Shin Jisoo,신지수,지수,28/02/1994,Tahiti,23/06/2012,J-line,South Korea,,,,Chuncheon,,,F,2012.0,False
Jisook,Kim Jisook,김지숙,지숙,18/07/1990,Rainbow,12/11/2009,DSP,South Korea,,164.0,41.0,Suwon,Rainbow Pixie,,F,2009.0,False
Jisu,Choi Jisu,최지수,지수,19/01/2000,TOO,1/04/2020,n.CH,South Korea,,,,,,,M,2020.0,False
Jisun,Roh Jisun,노지선,지선,23/11/1998,fromis_9,24/01/2018,Off The Record,South Korea,,,,Seoul,,,F,2018.0,False
Jisun,Hwang Jisun,황지선,지선,17/10/1989,S#aFLA,14/07/2021,Winnerzone,South Korea,,165.0,46.0,,,Girl's Day| New F.O,F,2021.0,False
Jisung,Park Jisung,박지성,지성,5/02/2002,NCT,9/04/2016,SM,South Korea,,,,,NCT Dream,,M,2016.0,False
Jisung,Kim Jisung,김지성,지성,21/12/2000,TRCNG,10/10/2017,TS,South Korea,,171.0,,,,,M,2017.0,False
Jisung,Yoon Jisung,윤지성,지성,8/03/1991,Wanna One,7/08/2017,YMC,South Korea,,,,Wonju,,,M,2017.0,False
Jiu,Kim Minji,김민지,지유,17/05/1994,Dreamcatcher,13/01/2017,Happy Face,South Korea,,167.0,,Daejeon,,Minx,F,2017.0,False
Jiung,Choi Jiwoong,최지웅,지웅,7/10/2001,P1Harmony,28/10/2020,FNC,South Korea,,,,,,,M,2020.0,False
Jiwon,Park Jiwon,박지원,지원,17/03/1997,BOTOPASS,26/08/2020,WKS ENE,South Korea,,165.0,45.0,,,ILUV,F,2020.0,False
Jiwon,Heo Jiwon,허지원,지원,4/09/2000,Cherry Bullet,21/01/2019,FNC,South Korea,,,,,,,F,2019.0,False
Jiwon,Park Jiwon,박지원,지원,20/03/1998,fromis_9,24/01/2018,Off The Record,South Korea,,,,Busan,,,F,2018.0,False
Jiwon,Yang Jiwon,양지원,지원,5/04/1988,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Seoul,SPICA-S,SPICA,F,2018.0,False
Jiwoo,Jeon Jiwoo,전지우,지우,4/10/1996,KARD,29/03/2007,DSP,South Korea,,,,,,,F,2007.0,False
Jiwoo,Kim Jiwoo,김지우,지우,13/04/2005,NMIXX,22/02/2022,JYP,South Korea,,,,,,,F,2022.0,False
Jiwoo,Lee Jiwoo,이지우,지우,24/10/2005,tripleS,13/02/2023,MODHAUS,South Korea,,,,,,,F,2023.0,False
Jiyeon,Park Jiyeon,박지연,지연,7/06/1993,T-ara,29/07/2009,MBK,South Korea,,167.0,45.0,Seoul,,,F,2009.0,False
Jiyoon,Jeon Jiyoon,전지윤,지윤,15/10/1990,4minute,15/06/2009,Cube,South Korea,,165.0,,Seoul,2YOON,,F,2009.0,False
Jiyoon,Woo Jiyoon,우지윤,지윤,6/01/1996,Bolbbalgan4,22/04/2016,Shofar,South Korea,,,,Yeongju,,,F,2016.0,False
Jiyoon,Jeong Jiyoon,정지윤,지윤,15/09/2000,ICHILLIN',8/09/2021,KM,South Korea,,168.0,,,,,F,2021.0,False
Jiyou,Im Changsook,임창숙,지유,15/06/1989,Two X,20/08/2012,J. Tune,South Korea,,,,,,,F,2012.0,False
Jiyoung,Ahn Jiyoung,안지영,지영,14/09/1995,Bolbbalgan4,22/04/2016,Shofar,South Korea,,,,Yeongju,,,F,2016.0,False
Jiyoung,Kang Jiyoung,강지영,지영,18/01/1994,KARA,29/03/2007,DSP,South Korea,,,,Paju,,,F,2007.0,False
JJ,Jun Jihyeok,전진혁,제이제이,11/12/1998,DUSTIN,6/01/2020,LPA,South Korea,,,,,,,M,2020.0,False
JK,Kim Jikang,김지강,지강,17/03/1998,Girlkind,16/01/2018,Nextlevel,South Korea,,,161.0,,,,F,2018.0,False
JM,Chu Jimin,추지민,지민,11/10/2001,JUST B,30/06/2021,Bluedot,South Korea,,173.0,,,,,M,2021.0,False
J-Min,Jeon Minwook,전민욱,제이민,16/10/1999,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M,2020.0,False
Johnny,John Seo,존 서,쟈니,9/02/1995,NCT,9/04/2016,SM,USA,,,,Chicago,NCT 127,,M,2016.0,True
Johyun,Shin Jiwon,신지원,조현,14/04/1996,Berry Good,21/05/2014,Asia Bridge,South Korea,,,,,,,F,2014.0,False
Jongho,Choi Jongho,최종호,종호,12/10/2000,ATEEZ,24/10/2018,KQ,South Korea,,176.0,,,,,M,2018.0,False
Jonghoon,Choi Jonghoon,최종훈,종훈,7/03/1990,FTISLAND,7/06/2007,FNC,South Korea,,,,Seoul,,,M,2007.0,False
Jonghwan,Jo Jonghwan,조종환,종환,23/11/1992,100%,18/09/2012,TOP Media,South Korea,,,,Seoul,,,M,2012.0,False
Jonghyeong,Kim Jonghyeong,김종형,종형,13/04/2002,Dongkiz,24/04/2019,Dongyo,South Korea,,178.0,65.0,,,,M,2019.0,False
Jonghyun,Lee Jonghyun,이종현,종현,15/05/1990,CNBLUE,14/01/2010,FNC,South Korea,,,,Busan,,,M,2010.0,False
Jongseob,Kim Jongseob,김종섭,종섭,19/11/2005,P1Harmony,28/10/2020,FNC,South Korea,,173.0,,,,,M,2020.0,False
Jongup,Moon Jongup,문종업,종업,6/02/1995,B.A.P,27/01/2012,TS,South Korea,,176.0,66.0,Seoul,,,M,2012.0,False
Joo E,Lee Joowon,이주원,주이,18/08/1999,MOMOLAND,9/11/2016,Double Kick,South Korea,,164.0,45.0,Bucheon,,,F,2016.0,False
JooA,Lee Juhyun,이주현,주아,4/03/2002,Hi-L,11/08/2021,Kpop Live,South Korea,,173.0,,,,,F,2021.0,False
Jooan,Im Jimyoung,임지명,주안,4/10/1996,We In The Zone,27/05/2019,Choon,South Korea,,173.0,58.0,Dongtan,,,M,2019.0,False
Joochan,Hong Joochan,홍주찬,주찬,31/07/1999,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M,2017.0,False
Jooheon,Lee Jooheon,이주헌,주헌,6/10/1994,MONSTA X,14/05/2014,Starship,South Korea,,,,Daegu,,,M,2014.0,False
Joohyoung,Kim Joohyoung,김주형,주형,15/03/2003,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M,2022.0,False
Joonie,Park Junhee,박준희,주니,24/05/2002,ICHILLIN',8/09/2021,KM,USA,South Korea,,,,,,F,2021.0,True
Joshua,Hong Jisoo,홍지수,조슈아,30/12/1995,Seventeen,26/05/2015,Pledis,USA,South Korea,176.0,63.0,Los Angeles,,,M,2015.0,True
Joy,Park Sooyoung,박수영,조이,3/09/1996,Red Velvet,1/08/2014,SM,South Korea,,163.0,,Jeju,,,F,2014.0,False
JR,Kim Jonghyun,김종현,제이알,8/06/1995,NU'EST,15/03/2012,Pledis,South Korea,,,,Gangwon,NU'EST W,,M,2012.0,False
Judy,Kim Dahye,김다혜,주디,16/05/1995,Blackswan,16/10/2020,DR,South Korea,,,,,,,F,2020.0,False
Jueun,Jo Jueun,조주은,주은,27/01/2001,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F,2019.0,False
Jueun,Lee Jooeun,이주은,주은,7/07/1995,DIA,14/07/2015,MBK,South Korea,,,,Suwon,BinChaenHyunSeuS,,F,2015.0,False
Juhaknyeon,Ju Haknyeon,주학년,주학년,9/03/1999,The Boyz,31/12/2017,Cre.Ker,South Korea,,175.0,58.0,Jeju,,,M,2017.0,False
Juhan,Hong Seunghyun,홍승현,주한,21/06/2001,BLITZERS,12/05/2021,Wuzo,South Korea,,,,,,,M,2021.0,False
Juhyeon,Lee Juhyeon,이주현,주현,8/04/2004,LIGHTSUM,10/06/2021,Cube,South Korea,,171.0,48.0,,,,F,2021.0,False
Juhyun,Cha Juhyun,차주현,주현,1/04/2000,Bling Bling,17/11/2020,Major9,South Korea,,,,,,,F,2020.0,False
Juju,Park Juyoung,박주영,쥬쥬,3/01/1996,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,168.0,,Changwon,,,F,1999.0,False
Jukang,Lee Hyowon,이효원,주강,22/11/2002,JWiiver,17/02/2022,JTG,South Korea,,186.0,,Daegu,,,M,2022.0,False
Jun,Park Junhee,박준희,준,2/06/1994,A.C.E,23/05/2017,Beat,South Korea,,,,Jeolla,,,M,2017.0,False
Jun,Weng Junhui,원쥔훼이,준,10/06/1996,Seventeen,26/05/2015,Pledis,China,,180.0,63.0,Shenzen,,,M,2015.0,True
Jun,Lee Junyoung,이준영,준,22/01/1997,U-KISS,28/08/2008,NH Media,South Korea,,,,,,,M,2008.0,False
Jun H.,Im Joonhyun,임준현,준현,28/08/1991,UNVS,23/02/2020,CHITWN,South Korea,,,,,,,M,2020.0,False
Jun Jin,Park Choongjae,박충재,전진,19/08/1980,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,182.0,75.0,Seoul,,,M,1998.0,False
Jun. K,Kim Minjun,김민준,준케이,15/01/1988,2PM,4/07/2008,JYP,South Korea,,180.0,68.0,Daegu,,,M,2008.0,False
Ju-ne,Koo Junhoe,구준회,준회,31/03/1997,iKON,15/09/2015,YG,South Korea,,,,Seoul,,,M,2015.0,False
Junghoon,Lee Junghoon,이정훈,정훈,4/07/2000,1TEAM,27/03/2019,LiveWorks,South Korea,,,,,,,M,2019.0,False
Junghoon,Han Jeonghoon,한정훈,정훈,14/02/2000,OMEGA X,17/10/2016,JT Corea,South Korea,,177.0,61.0,,,ENOi,M,2016.0,False
Junghoon,Kim Junghoon,김정훈,정훈,5/07/2005,xikers,30/03/2023,KQ,South Korea,,,,,,,M,2023.0,False
Junghun,Jang Junghun,장정훈,정훈,27/02/1999,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M,2022.0,False
Junghwa,Park Junghwa,박정화,정화,8/05/1995,EXID,16/02/2012,Yedang,South Korea,,169.0,,Anyang,,EXID,F,2012.0,False
Junghwan,So Junghwan,소정환,정환,18/02/2005,Treasure,7/08/2020,YG,South Korea,,,,,,,M,2020.0,False
Jungkook,Jeon Jungkook,전정국,정국,1/09/1997,BTS,13/06/2013,Big Hit,South Korea,,178.0,66.0,Busan,,,M,2013.0,False
Jungmo,Koo Jungmo,구정모,정모,5/02/2000,CRAVITY,14/04/2020,Starship,South Korea,,181.0,58.0,,,,M,2020.0,False
Jungshin,Lee Jungshin,이정신,정신,15/09/1991,CNBLUE,14/01/2010,FNC,South Korea,,,,,,,M,2010.0,False
Jungwon,Yang Jungwon,양정원,정원,9/02/2004,ENHYPEN,30/11/2020,Be:lift,South Korea,,,,,,,M,2020.0,False
Jungwoo,Uhm Jungwoo,엄정우,정우,2/04/1999,BVNDIT,10/04/2019,MNH,South Korea,,,,,,,F,2019.0,False
Jungwoo,Kim Jungwoo,김정우,정우,19/02/1998,NCT,9/04/2016,SM,South Korea,,,,,,,M,2016.0,False
Junho,Lee Junho,이준호,준호,25/01/1990,2PM,4/07/2008,JYP,South Korea,,178.0,67.0,Ilsan,,,M,2008.0,False
Junho,Cha Junho,차준호,준호,9/07/2002,DRIPPIN,26/10/2020,Woollim,South Korea,,178.0,63.0,,,X1,M,2020.0,False
Junhyeok,Cheon Junhyeok,천준혁,준혁,20/09/2004,TNX,17/05/2022,P NATION,South Korea,,,,Gyeonggi,,,M,2022.0,False
Junhyuk,Choi Junhyuk,최준혁,준혁,21/04/1992,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,Ulsan,,,M,2014.0,False
Junhyuk,Lee Junhyuk,이준혁,이준혁,16/05/2000,Mirae,17/03/2021,DSP,South Korea,,180.0,63.0,Seoul,,,M,2021.0,False
Junhyung,Son Junhyung,손준형,준형,21/10/2000,Ghost9,23/09/2020,Maroo,South Korea,,,,,,,M,2020.0,False
Junhyung,Yong Junyung,용준형,준형,19/12/1989,Highlight,14/10/2009,Around Us,South Korea,,178.0,64.0,Seoul,,Beast,M,2009.0,False
Junji,Kim Junhyung,김준형,준지,6/04/1998,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M,2019.0,False
Junkyu,Kim Junkyu,김준규,준규,9/09/2000,Treasure,7/08/2020,YG,South Korea,,,,,,,M,2020.0,False
Junmin,Ryu Junmin,류준민,준민,5/04/2003,ATBO,27/07/2022,IST,South Korea,,172.0,,Jinju,,,M,2022.0,False
Junmin,Park Junmin,박준민,준민,24/05/2003,xikers,30/03/2023,KQ,South Korea,,,,Seoul,,,M,2023.0,False
JunQ,Kang Junkyu,강준규,준규,9/08/1993,MYNAME,27/10/2011,H2,South Korea,,,,Uljeongbu,,,M,2011.0,False
Junseo,Park Junseo,박준서,준서,28/12/2001,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M,2020.0,False
Junseo,Hwang Junseo,황준서,준서,16/01/2001,DKB,3/02/2020,Brave,South Korea,,182.0,67.0,,,,M,2020.0,False
Junseo,Kim Junseo,김준서,준서,20/11/2001,WEi,5/10/2020,OUI,South Korea,,177.0,64.0,Ulsan,,1the9,M,2020.0,False
Junseok,Oh Junseok,오준석,준석,3/03/2003,ATBO,27/07/2022,IST,South Korea,,174.0,,Jeju,,,M,2022.0,False
Junseong,Choi Junseong,최준성,준성,29/09/2002,Ghost9,23/09/2020,Maroo,South Korea,,170.0,55.0,,,,M,2020.0,False
Juntae,Kim Juntae,김준태,준태,4/09/1995,MY.st,26/03/2020,MYStar,South Korea,,,,,,,M,2020.0,False
Junwook,Kim Junwook,김준욱,준욱,10/01/2002,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M,2018.0,False
Junyoung,Lee Junyoung,이준영,준영,23/09/2000,IZ,31/08/2017,Music K,South Korea,,,,,,,M,2017.0,False
Juri,Takahashi Juri,타카하시 쥬리,쥬리,3/10/1997,Rocket Punch,7/08/2019,Woollim,Japan,,160.0,44.0,,,,F,2019.0,True
J-Us,Lee Seungjoon,이승준,제이어스,13/01/1995,ONF,2/08/2017,WM,South Korea,,,,Seoul,,,M,2017.0,False
Juyeon,Lee Juyeon,이주연,주연,6/11/2001,Saturday,18/07/2018,SD,South Korea,,164.0,44.0,,,,F,2018.0,False
Juyeon,Lee Juyeon,이주연,주연,16/01/1998,The Boyz,31/12/2017,Cre.Ker,South Korea,,180.0,67.0,,,,M,2017.0,False
K.Me,Na Miri,나미리,케이미,10/04/1992,BADKIZ,24/03/2014,Zoo,South Korea,,,,Yeosu,,,F,2014.0,False
Kady,Gu Dokyoung,구도경,케이디,7/04/1995,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,168.0,,Busan,,,F,1999.0,False
Kaede,Yamada Kaede,야마다 카에데,카에데,20/12/2005,tripleS,13/02/2023,MODHAUS,Japan,,160.0,,Toyama,,,F,2023.0,True
Kaeun,Lee Kaeun,이가은,가은,20/08/1994,After School,15/01/2009,Pledis,South Korea,,,,Seoul,,,F,2009.0,False
Kai,Kim Jongin,김종인,카이,14/01/1994,EXO,8/04/2012,SM,South Korea,,182.0,65.0,Suncheon,SuperM,,M,2012.0,False
Kain,Bang Junho,방준호,카인,25/03/1997,ARGON,11/03/2019,MSH,South Korea,,178.0,,,,,M,2019.0,False
Kairi,Imai Kairi,이마이 카이리,카이리,24/02/2003,T1419,21/09/2007,CJ E&M,Japan,,,,,,,M,2007.0,True
Kanghyun,Kang Hyungu,강현구,강현,24/11/1998,Onewe,9/01/2019,RBW,South Korea,,,,,,MAS,M,2019.0,False
Kangmin,Noh Kangmin,노강민,강민,5/09/1999,Romeo,4/11/2015,CT,South Korea,,,,,,,M,2015.0,False
Kangmin,Kim Kangmin,김강민,강민,13/11/2001,TRCNG,10/10/2017,TS,South Korea,,169.0,,,,,M,2017.0,False
Kangmin,Yoo Kangmin,유강민,강민,25/01/2003,Verivery,1/09/2019,Jellyfish,South Korea,,,,,,,M,2019.0,False
Kangsung,Lee Kangsung,이강성,강성,8/08/2002,Ghost9,23/09/2020,Maroo,South Korea,,,,,,,M,2020.0,False
Karin,Min Karin,민가린,가린,5/01/2002,ALICE,1/07/2017,IOK Company,South Korea,,,,,,,F,2017.0,False
Karin,Baek Yerin,백예린,카린,23/04/2000,CRAXY,3/03/2020,SAITEINMENT,South Korea,,,,,,,F,2020.0,False
Karina,Yoo Jimin,유지민,카리나,11/04/2000,aespa,17/11/2020,SM,South Korea,,167.0,45.0,Gyeonggi,,,F,2020.0,False
Kazuha,Nakamura Kazuha,나카무라 카즈하,카즈하,9/08/2003,LE SSERAFIM,2/05/2022,Source,Japan,,174.0,,Osaka,,,F,2022.0,True
KB,Shin Kyubin,신규빈,규빈,23/04/1994,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M,2019.0,False
Keeho,Yoon Kiho,윤기호,기호,27/09/2001,P1Harmony,28/10/2020,FNC,Canada,,,,,,,M,2020.0,True
Keena,Song Jakyung,송자경,키나,9/07/2002,FIFTY FIFTY,18/11/2022,ATTRAKT,South Korea,,164.0,45.0,,,,F,2022.0,False
Kei,Kim Jiyeon,김지연,케이,20/03/1995,Lovelyz,17/11/2014,Woollim,South Korea,,162.0,47.0,Incheon,,,F,2014.0,False
Keina,Lee Yoona,이유나,케이나,12/02/1999,H.U.B,9/02/2017,New Planet,South Korea,,,,,,,F,2017.0,False
Keita,Terazono Keita,테라조노 케이타,케이타,4/07/2001,Ciipher,15/03/2021,Rain,Japan,,170.0,59.0,,,,M,2021.0,True
Kelly,Lin Kelly,린 켈리,켈리,16/01/2002,TRI.BE,17/02/2021,TR - Mellow,Taiwan,,,,Kaohsiung,,,F,2021.0,True
